Team,Player Name,Jersey Number,Height,Weight,Position,Academic Year,Hometown,High School,Club,Bio Link
Widener,Josh Matchett,14,"6'6""",215 lbs,S,Gr.,"Laurel Springs, N.J.",Sterling,,/sports/mens-volleyball/roster/josh-matchett/12622
Widener,Kian Stevens,15,"6'5""",,MH,Jr.,"Richmond, Va.",Open HS,,/sports/mens-volleyball/roster/kian-stevens/12626
Widener,Kaden Massi,16,"6'2""",185 lbs,OH,So.,"Pottstown, Pa.",Owen J. Roberts,,/sports/mens-volleyball/roster/kaden-massi/12621
Widener,Edric Loh,19,"6'0""",,S,So.,"Philadelphia, Pa.",Academy at Palumbo,,/sports/mens-volleyball/roster/edric-loh/12618
Widener,Michael Martino,20,"6'2""",,OH,Sr.,"Williamstown, N.J.",Williamstown,,/sports/mens-volleyball/roster/michael-martino/12620
Wilkes,Lucas Mages,1,"6'4""",,OH,Jr.,"Buffalo, NY",Iroquois Central,,/sports/mens-volleyball/roster/lucas-mages/10199
Wilkes,Paul Binner,2,"6'4""",,MH,Sr.,"Tunkhannock, PA",Tunkhannock,,/sports/mens-volleyball/roster/paul-binner/10194
Wilkes,Zach Shay,3,"5'11""",,S,5th,"Bethlehem, PA",Freedom,,/sports/mens-volleyball/roster/zach-shay/10202
Wilkes,James Brust,8,"6'0""",,S,FY,"Clarks Summit, PA",Abington Heights,,/sports/mens-volleyball/roster/james-brust/10206
Wilkes,Jacob Mages,9,"6'4""",,MH,Jr.,"Buffalo, NY",Iroquois Central,,/sports/mens-volleyball/roster/jacob-mages/10198
Wilkes,Landon Hinton,11,"6'2""",,S,FY,"Manchester, NJ",Manchester Township,,/sports/mens-volleyball/roster/landon-hinton/10207
Wilkes,Noah Taylor,12,"6'2""",,OH,Sr.,"Lumberton, NJ",Rancocas Valley Regional,,/sports/mens-volleyball/roster/noah-taylor/10203
Wilkes,Sam Winter,13,"5'11""",,L,So.,"Whitehouse Station, NJ",Hunterdon Central,,/sports/mens-volleyball/roster/sam-winter/10204
Wilkes,Jackson Shafer,14,"6'6""",,OH,Sr.,"Milford, PA",Delaware Valley,,/sports/mens-volleyball/roster/jackson-shafer/10201
Wilkes,Aidan Hunter,15,"6'5""",,OH,FY,"Sinking Spring, PA",Wilson,,/sports/mens-volleyball/roster/aidan-hunter/10205
Wilkes,Jacob Haller,17,"5'10""",,OPP,Jr.,"Birdsboro, PA",Exeter Township,,/sports/mens-volleyball/roster/jacob-haller/10197
Wilkes,Alex Derk,19,"5'10""",,L,So.,"Perkasie, PA",Pennridge,,/sports/mens-volleyball/roster/alex-derk/10195
CCNY,Brandon Green,3,"6'0""",,RS/OH,Fr.,"New York, NY",Community Health Academy of the Heights,,/sports/mens-volleyball/roster/brandon-green/4867
CCNY,Reng Chen,4,"5'9""",,OH,Jr.,"Queens, NY",W.C. Bryant HS,,/sports/mens-volleyball/roster/reng-chen/4820
CCNY,Edwin Fierros Gaytan,5,"5'8""",,L/S,Jr.,"Guzman City, Mexico",New Rochelle HS,,/sports/mens-volleyball/roster/edwin-fierros-gaytan/4821
CCNY,Anirudha Das,6,"5'8""",,DS,Fr.,"Queens, NY",Manhattan Hunter Science,,/sports/mens-volleyball/roster/anirudha-das/4825
CCNY,Prabodh KC,7,"5'11""",,RS/OH,So.,"Kathmandu, Nepal",Grand Street Campus,,/sports/mens-volleyball/roster/prabodh-kc/4822
CCNY,Christ Noel,8,"6'0""",,MH,Fr.,Haiti,Academy for College Prep HS at Erasmus Hall,,/sports/mens-volleyball/roster/christ-noel/4826
CCNY,Ricky Li,10,"6'0""",,OH,So.,"New York, NY",Robert F. Wagner Secondary Arts and Tech,,/sports/mens-volleyball/roster/ricky-li/4824
CCNY,David Reyes Galvez,11,"5'7""",,S/DS,So.,"Guayaquil, Ecuador",Unidad Educativa Bilingue Jefferson,,/sports/mens-volleyball/roster/david-reyes-galvez/4833
CCNY,Antonio Oliveira-Nurse,12,"6'3""",,MH,So.,"Juiz de Fora, Brazil",Metropolitan Campus,,/sports/mens-volleyball/roster/antonio-oliveira-nurse/4829
CCNY,Alex Abraham,15,"6'1""",,RS/MB,Fr.,"Hicksville, NY",Hicksville,,/sports/mens-volleyball/roster/alex-abraham/4828
CCNY,Cristian Canela,16,"6'0""",,MB,Fr.,"Brooklyn, NY",High School of Global Citizenship,,/sports/mens-volleyball/roster/cristian-canela/4823
CCNY,Kyrylo Vysotskyy,17,"6'0""",,S,Fr.,"Brooklyn, NY",New Utrecht,,/sports/mens-volleyball/roster/kyrylo-vysotskyy/4827
Brooklyn College,Aaron Siu,1,"6'0""",,OH,Fr.,"Staten Island, NY",Brooklyn Technical,,/sports/mens-volleyball/roster/aaron-siu/3291
Brooklyn College,Aziz Abdusamiev,2,"6'3""",,M,Jr.,"Khujand, Tajikistan",James Madison,,/sports/mens-volleyball/roster/aziz-abdusamiev/3277
Brooklyn College,Kevin Seise,5,"5'8""",,DS,Fr.,"Woodside, NY",Central Park East,,/sports/mens-volleyball/roster/kevin-seise/3295
Brooklyn College,Ali Zandani,7,"5'6""",,OH,Fr.,"Sana'a, Yemen",Long Island City,,/sports/mens-volleyball/roster/ali-zandani/3288
Brooklyn College,Wai Lin,8,"5'5""",,S,So.,"Brooklyn, NY",James Madison,,/sports/mens-volleyball/roster/wai-lin/3283
Brooklyn College,Dion Csikortos,9,"5'5""",,L,So.,"Brooklyn, NY",Essex Street Academy,,/sports/mens-volleyball/roster/dion-csikortos/3278
Brooklyn College,Omar Shawki,10,"5'9""",,OH,Fr.,"Queens, NY",Aviation,,/sports/mens-volleyball/roster/omar-shawki/3289
Brooklyn College,Tylar Pina,11,,,OH/DS,Fr.,"Queens, NY",Forest Hills,,/sports/mens-volleyball/roster/tylar-pina/3294
Brooklyn College,David Lema,12,"5'8""",,S,Jr.,"Ridgewood, NY",Maspeth,,/sports/mens-volleyball/roster/david-lema/3281
Brooklyn College,Giorgi Tchincharauli,13,"6'3""",,OH,Fr.,"Tbilisi, Georgia",New Utrecht,,/sports/mens-volleyball/roster/giorgi-tchincharauli/3290
Brooklyn College,Armand Kaloshi,14,"6'4""",,OH,Sr.,"Staten Island, NY",Fort Hamilton,,/sports/mens-volleyball/roster/armand-kaloshi/3280
Brooklyn College,Jason Lin,15,"6'5""",,M,So.,"New York, NY",HS for Dual Language & Asian Studies,,/sports/mens-volleyball/roster/jason-lin/3282
Brooklyn College,Tommy Min,16,"5'9""",,OH,Sr.,"Brooklyn, NY",Stuyvesant,,/sports/mens-volleyball/roster/tommy-min/3285
Brooklyn College,Yinuo Zhang,18,"6'2""",,OH,So.,"Fresh Meadows, NY",Benjamin Cardozo,,/sports/mens-volleyball/roster/yinuo-zhang/3286
Brooklyn College,Eddie Lu,19,"6'3""",,M,Fr.,"Brooklyn, NY",Brooklyn Technical,,/sports/mens-volleyball/roster/eddie-lu/3292
Brooklyn College,Jiaian Flanders,20,"5'10""",,OH,So.,"Phillipsburg, St. Maarten",FDR,,/sports/mens-volleyball/roster/jiaian-flanders/3279
Brooklyn College,Jaden McBryde,21,"6'1""",,RS/OH,So.,"Brooklyn, NY",Transit Technical,,/sports/mens-volleyball/roster/jaden-mcbryde/3284
John Jay,Stephen Daly,2,"5'9""",,Outside Hitter,Sr.,"Staten Island, NY",New Dorp,Junior,/sports/mens-volleyball/roster/stephen-daly/5490
John Jay,Micah Rossman,4,"5'8""",,Libero,Fr.,"Burlington, VT",Burlington High School,Freshman,/sports/mens-volleyball/roster/micah-rossman/5485
John Jay,Maxwell Law,6,"5'9""",,Setter,So.,"Elmhurst, NY",Forest Hills HS,Sophomore,/sports/mens-volleyball/roster/maxwell-law/5473
John Jay,Benjamin Chen,7,"5'6""",,Libero,So.,"Brooklyn, NY",New Utrecht HS,Sophomore,/sports/mens-volleyball/roster/benjamin-chen/5488
John Jay,Sebastian Rodriguez,8,"5'8""",,Outsider Hitter,So.,"Mount Kisco, NY",Fox Lane,Sophomore,/sports/mens-volleyball/roster/sebastian-rodriguez/5475
John Jay,Christian Perea,9,"6'1""",,Setter/Opposite,Fr.,"Richmond Hill, NY",Hillcrest,Freshman,/sports/mens-volleyball/roster/christian-perea/5489
John Jay,Matthew Vong,10,"5'9""",,Outside Hitter,Sr.,"New City, NY",North Rockland High School,Freshman,/sports/mens-volleyball/roster/matthew-vong/5486
John Jay,Evan Wandersee,11,"5'8""",,Defensive Specialist,Jr.,"Altoona, PA",Bishop Guilfoyle Catholic HS,Junior,/sports/mens-volleyball/roster/evan-wandersee/5477
John Jay,Logan Ramos,12,"5'10""",,Outside Hitter,Sr.,"Riverdale, NY",Riverdale Kingsbridge Academy 141,Senior,/sports/mens-volleyball/roster/logan-ramos/5474
John Jay,Daniel Gonzalez Verdejo,13,"5'8""",,Setter,Jr.,"Bronx, NY",World View,Sophomore,/sports/mens-volleyball/roster/daniel-gonzalez-verdejo/5472
John Jay,Jaden Lamarre,14,"6'3""",,Middle Blocker,Fr.,"New York, NY",Humanities Prep,Freshman,/sports/mens-volleyball/roster/jaden-lamarre/5484
John Jay,Jeferson Avila-Macancela,15,"6'0""",,Outside Hitter,So.,"Corona, NY",Bryant,Senior,/sports/mens-volleyball/roster/jeferson-avila-macancela/5469
John Jay,Akashdeep Singh,16,"6'4""",,Outside Hitter,Sr.,"West Hempstead, NY",Hillcrest,Senior,/sports/mens-volleyball/roster/akashdeep-singh/5476
John Jay,Alex Bridgelall,17,"6'0""",,Setter/Opposite,Jr.,"Queens, NY",Hillcrest,Senior,/sports/mens-volleyball/roster/alex-bridgelall/5471
John Jay,Kensley Jean Gilles,18,"6'2""",,Middle Blocker,Jr.,"Port-au-Prince, Haiti",Cultural Academy for the Arts and Science,Sophomore,/sports/mens-volleyball/roster/kensley-jean-gilles/5483
John Jay,Kyle Barriffe-Johnson,19,"6'7""",,Middle Blocker,Sr.,"Valley Stream, NY",Elmont Memorial,Senior,/sports/mens-volleyball/roster/kyle-barriffe-johnson/5470
John Jay,Steven Ajazi,20,"6'4""",,Middle Blocker,So.,"Queens, NY",Urban Assemble Academy of Government and Law,Sophomore,/sports/mens-volleyball/roster/steven-ajazi/5468
Lehman,Ray Rodriguez,1,"5'7""",,OH/OPP,Jr.,"Bronx, NY",Bronx Leadership Academy,,/sports/mens-volleyball/roster/ray-rodriguez/4748
Lehman,Joseph Gianfranco Teves,3,"5'5""",,S,Fr.,"White Plains, NY",White Plains,,/sports/mens-volleyball/roster/joseph-gianfranco-teves/4756
Lehman,Chris Mata,6,"5'3""",,S,Jr.,"Bronx, NY",Bronx Prep Charter/Alfred State,,/sports/mens-volleyball/roster/chris-mata/4745
Lehman,Emmanuel Oladosu,7,"5'10""",,OH,Jr.,"Bronx, NY",Dr. Richard Izquierdo Health & Charter School,,/sports/mens-volleyball/roster/emmanuel-oladosu/4746
Lehman,Jimmy Evans,8,"5'7""",,OH/DS,Jr.,"Bronx, NY",Bronx Leadership Academy,,/sports/mens-volleyball/roster/jimmy-evans/4743
Lehman,Alain Abreu Esteva,9,"6'0""",,OH/OPP,So.,"New York, NY",Inwood Early College For Health And Information Technologies,,/sports/mens-volleyball/roster/alain-abreu-esteva/4741
Lehman,Neithan Pilay,11,"5'10""",,S/OPP,Jr.,"Bronx, NY",Alfred Smith,,/sports/mens-volleyball/roster/neithan-pilay/4747
Lehman,Christian Agudo,12,"5'7""",,S,Gr.,"Bronx, NY",Cardinal Hayes,,/sports/mens-volleyball/roster/christian-agudo/4742
Lehman,Andrew Figueroa,13,"5'11""",,OH/M,Gr.,"New York, NY",A. Philip Randolph,,/sports/mens-volleyball/roster/andrew-figueroa/4744
Lehman,Almir Pepic,14,"6'2""",,OH,Fr.,"Queens, NY",Eastchester HS,,/sports/mens-volleyball/roster/almir-pepic/4750
Dean,Maccus Dinsmore,1,"6'8""",,H,Sr.,"Northborough, Mass.",Lee,,/sports/mens-volleyball/roster/maccus-dinsmore/3046
Dean,Nunu Coward-Jackson,2,"6'2""",,H,Jr.,"Fresno, Calif.",Edison,,/sports/mens-volleyball/roster/nunu-coward-jackson/3040
Dean,Arthur Felicio,3,"5'10""",,H,So.,"Governador Valadares, Brazil",Medford,,/sports/mens-volleyball/roster/arthur-felicio/3041
Dean,Mike Nelson,4,"5'9""",,DS,So.,"South Windsor, Conn.",South Windsor,,/sports/mens-volleyball/roster/mike-nelson/3043
Dean,Jerney Price,5,"6'2""",,H,So.,"San Antonio, Texas",John Marshall,,/sports/mens-volleyball/roster/jerney-price/3047
Dean,Aaron Fonseca,7,"6'0""",,H,Sr.,"West Warwick, R.I.",Cranston East,,/sports/mens-volleyball/roster/aaron-fonseca/3042
Dean,Daniel Allard,10,"6'0""",,S,Fy.,"Underhill, Vt.",Mount Mansfield,,/sports/mens-volleyball/roster/daniel-allard/3049
Dean,Koshown Dempsey,11,"5'11""",,H,Fy.,"Waterbury, Conn.",Biotechnology Research and Zoological Sciences at Fairchild Wheeler,,/sports/mens-volleyball/roster/koshown-dempsey/3048
Dean,Hunter Armitage,15,"6'1""",,S,So.,"Westerly, R.I.",Westerly,,/sports/mens-volleyball/roster/hunter-armitage/3039
Dean,Steve Mazza,17,"6'2""",,H,Sr.,"Westchester, N.Y.",Salesian,,/sports/mens-volleyball/roster/steve-mazza/3045
Dean,Luis Castillo,22,"5'8""",,DS,Fy.,"Houston, Texas",YES Prep Fifth Ward,,/sports/mens-volleyball/roster/luis-castillo/3044
Geneva,Christian Parks,3,"5'10""",,DS/L,Fr.,"Canton, OH",Jackson,,/sports/mens-volleyball/roster/christian-parks/5418
Geneva,Sho Larrabee,6,"5'6""",,DS/L,Fr.,"Burke, VA",Lake Braddock,,/sports/mens-volleyball/roster/sho-larrabee/5417
Geneva,Colton Alfaro,9,"5'9""",,S,Fr.,"Schertz, TX",Lake Braddock,,/sports/mens-volleyball/roster/colton-alfaro/5416
Geneva,Joshua Sangrey,10,"5'9""",,DS,Sr.,"Landisburg, PA",Homeschool,,/sports/mens-volleyball/roster/joshua-sangrey/5410
Geneva,Matthew DeGraaf,11,"6'3""",,MB,Fr.,"Cranberry Township, PA",Homeschool,,/sports/mens-volleyball/roster/matthew-degraaf/5414
Geneva,Owen Kelley,12,"6'0""",,OH,So.,"Greensburg, PA",Hempfield,,/sports/mens-volleyball/roster/owen-kelley/5407
Geneva,Andrew Ubinger,13,"6'0""",,OH,Jr.,"Valencia, PA",North Catholic,,/sports/mens-volleyball/roster/andrew-ubinger/5413
Geneva,Evan Puhl,14,"6'7""",,MH/RS,Jr.,"McMurray, PA",Peters Township,,/sports/mens-volleyball/roster/evan-puhl/5409
Geneva,Paul O'Donnell,17,"6'5""",,RS,Jr.,"Blairsville, PA",Homeschool,,/sports/mens-volleyball/roster/paul-o-donnell/5408
Geneva,Daniel Spear,18,"6'6""",,MB/RS,So.,"Pittsburgh, PA",North Hills,,/sports/mens-volleyball/roster/daniel-spear/5412
Geneva,Sam Miller,21,"6'0""",,S,Fr.,"Freedom, PA",Ambridge,,/sports/mens-volleyball/roster/sam-miller/5415
Geneva,Alex Smith,25,"6'0""",,DS/S,So.,"New Kensington, PA",Plum,,/sports/mens-volleyball/roster/alex-smith/5411
Hilbert,Austin Chandler,1,"5'11""",,S,Jr.,"Cheektowaga, NY",Cheektowaga Central,,/sports/mens-volleyball/roster/austin-chandler/3836
Hilbert,Noah Hart,2,"5'7""",,OH,So.,"Angola, NY",Lakeshore | Medaille,,/sports/mens-volleyball/roster/noah-hart/3848
Hilbert,Brad Converse,3,"6'0""",,OH,Jr.,"Wheatfield, NY",Starpoint,,/sports/mens-volleyball/roster/brad-converse/3837
Hilbert,Alex Overhoff,4,"6'0""",,OH,Jr.,"Hamburg, NY",Eden/Kean,,/sports/mens-volleyball/roster/alex-overhoff/3844
Hilbert,Joe Grisanti,5,"5'7""",,OH,Jr.,"Tonawanda, NY",Kenmore East / Erie CC,,/sports/mens-volleyball/roster/joe-grisanti/3840
Hilbert,Nick Diello,8,"6'0""",,MB,Jr.,"Honolulu, HI",Eden High School,,/sports/mens-volleyball/roster/nick-diello/3838
Hilbert,Drew O'Neill,9,"6'2""",,OH,Fr.,"Buffalo, NY",West Seneca West,,/sports/mens-volleyball/roster/drew-o-neill/3849
Hilbert,Connor Higgins,10,"6'0""",,MB,So.,"Hamburg, NY",Eden Jr. Sr. High,,/sports/mens-volleyball/roster/connor-higgins/3841
Hilbert,Chris Smith,11,"6'1""",,OPP,Jr.,"Colden, NY",Springville-Griffith Institute | Alfred State,,/sports/mens-volleyball/roster/chris-smith/3846
Hilbert,Nikolas D'Andrea,12,"6'5""",,OPP,So.,"North Tonwanda, NY",North Tonawanda | Medaille,,/sports/mens-volleyball/roster/nikolas-d-andrea/3847
Hilbert,Tyler Hassell,13,"6'3""",,MB,Jr.,"Angola, NY",Lakeshore | Medaille,,/sports/mens-volleyball/roster/tyler-hassell/3850
Hilbert,Mehkai Francis,14,"6'0""",,MB,So.,"Las Vegas, NV",Cimmaron-Memorial High School,,/sports/mens-volleyball/roster/mehkai-francis/3839
Hilbert,Michael Pozzuto,17,"5'11""",,L,Fr.,"Buffalo, NY",West Seneca West,,/sports/mens-volleyball/roster/michael-pozzuto/3851
Hilbert,Brennon Rettig,20,"6'4""",,MB,So.,"Jamesville, NY",Fayetteville-Manulius,,/sports/mens-volleyball/roster/brennon-rettig/3845
Hiram,Logan Cabrera-Rosales,2,"5'10""",,L,Jr.,"Westerville, OH",Thomas Worthington,,/sports/mens-volleyball/roster/logan-cabrera-rosales/6285
Hiram,Jackson Deubner,3,"6'1""",,PH,Sr.,"Columbus, OH",Gahanna Lincoln,,/sports/mens-volleyball/roster/jackson-deubner/6286
Hiram,Dakota Van Oss,4,"6'1""",,MB,Fr.,"Garrettsville, OH",James A. Garfield,,/sports/mens-volleyball/roster/dakota-van-oss/6287
Hiram,Harry Soriano,5,"5'11""",,PH,Fr.,"San Pedro Sula, Honduras",Happy Days & Freedom,,/sports/mens-volleyball/roster/harry-soriano/6288
Hiram,Jarod Leynes,7,"6'1""",,PH,Sr.,"State College, PA",State College Area,,/sports/mens-volleyball/roster/jarod-leynes/6289
Hiram,Connor Tilton,9,"6'1""",,PH,Sr.,"Gahanna, OH",Gahanna Lincoln,,/sports/mens-volleyball/roster/connor-tilton/6290
Hiram,Kyle Martini,10,"6'4""",,MB,Sr.,"Cranberry Township, PA",Seneca Valley,,/sports/mens-volleyball/roster/kyle-martini/6291
Hiram,Cullen Sivak,11,"6'2""",,PH,Jr.,"Akron, OH",St. Vincent-St. Mary,,/sports/mens-volleyball/roster/cullen-sivak/6292
Hiram,Mitchell Ledbetter,12,"5'10""",,L,Sr.,"Gahanna, OH",Gahanna Lincoln,,/sports/mens-volleyball/roster/mitchell-ledbetter/6293
Hiram,Dakotah Welsh,13,"6'2""",,PH,So.,"Stow, OH",Bio-Med Science Academy,,/sports/mens-volleyball/roster/dakotah-welsh/6294
Hiram,Colin Brooks,14,"6'1""",,PH,Jr.,"Powell, OH",Olentangy Liberty,,/sports/mens-volleyball/roster/colin-brooks/6295
Hiram,Garrett Scheidegger,15,"6'6""",,MB,Sr.,"Somerset, CA",Union Mine,,/sports/mens-volleyball/roster/garrett-scheidegger/6296
Hiram,Eli Coundourides,16,"6'0""",,S,So.,"Brunswick, OH",Walsh Jesuit,,/sports/mens-volleyball/roster/eli-coundourides/6297
Hiram,Matthew Albano,17,"6'1""",,S,Sr.,"Huntington Beach, CA",Servite,,/sports/mens-volleyball/roster/matthew-albano/6298
Hiram,Darren Chiang,19,"6'4""",,MB/S,So.,"Markham, Ontario",Pierre Elliott Trudeau,,/sports/mens-volleyball/roster/darren-chiang/6299
Hiram,Derek Chiang,20,"6'6""",,PH,Sr.,"Markham, Ontario",Pierre Elliott Trudeau,,/sports/mens-volleyball/roster/derek-chiang/6300
St Vincent,Josh Havrilla,4,"5'7""",140 lbs,OH/S,So.,"Latrobe, Pa.",Greater Latrobe,,/sports/mens-volleyball/roster/josh-havrilla/10970
St Vincent,Stephen Laun,5,"6'1""",180 lbs,DS,Jr.,"Pittsburgh, Pa.",North Allegheny,,/sports/mens-volleyball/roster/stephen-laun/10971
St Vincent,Jackson Genicola,6,"6'0""",175 lbs,DS,Fr.,"North Huntingdon, Pa.",Norwin,,/sports/mens-volleyball/roster/jackson-genicola/10978
St Vincent,Brad Heinbaugh,7,"6'0""",165 lbs,OH,Fr.,"Irwin, Pa.",Penn-Trafford,,/sports/mens-volleyball/roster/brad-heinbaugh/10979
St Vincent,Zebadiah Wyant,8,"6'3""",165 lbs,OH,Jr.,"Martinsburg, Pa.",Central,,/sports/mens-volleyball/roster/zebadiah-wyant/10972
St Vincent,Ezra Glenn,9,"6'1""",165 lbs,MH,Fr.,"Irwin, Pa.",Penn-Trafford,,/sports/mens-volleyball/roster/ezra-glenn/10980
St Vincent,Nick Sikorski,10,"6'5""",200 lbs,MH,Fr.,"Homestead, Pa.",Seton LaSalle,,/sports/mens-volleyball/roster/nick-sikorski/10981
St Vincent,Tommy Barrick,12,"6'2""",180 lbs,OH,Fr.,"Harrisburg, Pa.",Central Dauphin,,/sports/mens-volleyball/roster/tommy-barrick/10982
St Vincent,Tyler Nelson,13,"6'2""",185 lbs,OH,So.,"Greensburg, Pa.",Greater Latrobe,,/sports/mens-volleyball/roster/tyler-nelson/10973
St Vincent,Nicolas Serapiglia,14,"6'1""",200 lbs,OH/DS,Jr.,"Dover, Pa.",Dover,,/sports/mens-volleyball/roster/nicolas-serapiglia/10974
St Vincent,Kolton Butina,15,"6'0""",175 lbs,DS,Fr.,"Luxor, Pa.",Hempfield,,/sports/mens-volleyball/roster/kolton-butina/10983
St Vincent,Chrystiaan Sexton,16,"6'4""",200 lbs,RS/OPP,Jr.,"Chesapeake, Va.",Grassfield,,/sports/mens-volleyball/roster/chrystiaan-sexton/10975
St Vincent,Rocco Marino,17,"6'4""",215 lbs,MH,So.,"Latrobe, Pa.",Greater Latrobe,,/sports/mens-volleyball/roster/rocco-marino/10976
St Vincent,Shawn McSwiggen,18,"6'5""",220 lbs,RS/OH,Jr.,"Pittsburgh, Pa.",Thomas Jefferson,,/sports/mens-volleyball/roster/shawn-mcswiggen/10977
St Vincent,Cole Frischmann,20,"7'1""",265 lbs,RS,Fr.,"Coraopolis, Pa.",Montour,,/sports/mens-volleyball/roster/cole-frischmann/10984
Thiel,Josh Hovan,1,"5'7""",,LB,Jr.,"Baden, Pa.",Ambridge,,/sports/mens-volleyball/roster/josh-hovan/13653
Thiel,Ezra Oesterling,2,"6'3""",,OH,Fr.,"Shelocta, Pa.",West Shamokin,,/sports/mens-volleyball/roster/ezra-oesterling/13654
Thiel,Ethan Cooper,4,"6'1""",,S,Sr.,"Venetia, Pa.",Peters Township,,/sports/mens-volleyball/roster/ethan-cooper/13655
Thiel,David Gonzalez,5,"6'0""",,LB/OH,Sr.,"El Paso, Texas",Eastwood,,/sports/mens-volleyball/roster/david-gonzalez/13656
Thiel,JC Govannucci,6,"6'6""",,OPP,Sr.,"North Huntington, Pa.",Norwin,,/sports/mens-volleyball/roster/jc-govannucci/13657
Thiel,James Cromwell-Young,7,"6'4""",,MB,Jr.,"Virginia Beach, Va.",Green Run,,/sports/mens-volleyball/roster/james-cromwell-young/13658
Thiel,Rex Dugan,8,"6'4""",,OPP,So.,"Covington, Wash.",Tahoma,,/sports/mens-volleyball/roster/rex-dugan/13659
Thiel,Brandon Gala,9,"5'10""",,LB/DS,Jr.,"Pittsburgh, Pa.",Upper St. Clair,,/sports/mens-volleyball/roster/brandon-gala/13660
Thiel,Connor McInnis,12,"6'1""",,OH/DS,Sr.,"Southington, Conn.",Southington,,/sports/mens-volleyball/roster/connor-mcinnis/13661
Thiel,Jake Dies,13,"6'4""",,MB/OPP,Sr.,"Cambridge Springs, Pa.",Cambridge Springs,,/sports/mens-volleyball/roster/jake-dies/13662
Thiel,Noah Leffingwell,14,"6'5""",,MB,Fr.,"Seattle, Wash.",Bishop Blanchet,,/sports/mens-volleyball/roster/noah-leffingwell/13663
Thiel,Josh Pugh,15,"6'0""",,DS/LB,Jr.,"Wexford, Pa.",,,/sports/mens-volleyball/roster/josh-pugh/13664
Thiel,Tyler Hussey,18,"6'2""",,OH,Jr.,"Irwin, Pa.",Norwin,,/sports/mens-volleyball/roster/tyler-hussey/13665
Thiel,Sam Draa,19,"6'3""",,OH,Fr.,"Saegertown, Pa.",Saegertown,,/sports/mens-volleyball/roster/sam-draa/13666
Thiel,Will Zimmerman,20,"6'1""",,OH,Jr.,"Cranberry, Pa.",Seneca Valley,,/sports/mens-volleyball/roster/will-zimmerman/13667
Thiel,Ben Lowell,21,"6'2""",,S,So.,"Portland, Ore.",Sunset,,/sports/mens-volleyball/roster/ben-lowell/13668
Thiel,Eli Olszowka,23,"6'3""",,S,So.,"Erie, Pa.",Mercyhurst Prep,,/sports/mens-volleyball/roster/eli-olszowka/13669
Thiel,Bryce Lizanich,35,"6'6""",,MB,So.,"Coraopolis, Pa.",Montour,,/sports/mens-volleyball/roster/bryce-lizanich/13670
Thiel,Kaleb Proudfoot,51,"6'9""",,MB,Jr.,"Butler, Pa.",Butler,,/sports/mens-volleyball/roster/kaleb-proudfoot/13671
Augustana,Tom Lamb,1,"6'5""",,MB,So.,"Chicago, Ill.",,,/sports/mens-volleyball/roster/tom-lamb/11397
Augustana,Gavan Moua,2,"5'3""",,DS,Fr.,"Shoreview, Minn.",,,/sports/mens-volleyball/roster/gavan-moua/11429
Augustana,Garrett McNelis,3,"6'3""",150 lbs,RS,Jr.,"Skokie, Ill.",,,/sports/mens-volleyball/roster/garrett-mcnelis/11398
Augustana,Max Sellers,4,"5'10""",170 lbs,DS,Sr.,"Edwardsville, Ill.",,,/sports/mens-volleyball/roster/max-sellers/11422
Augustana,Ryan Huntington,5,"6'2""",,OH,Fr.,"Grayslake, Ill.",,,/sports/mens-volleyball/roster/ryan-huntington/11427
Augustana,Colin Schaefer,6,"6'0""",,S,Fr.,"Northbrook, Ill.",,,/sports/mens-volleyball/roster/colin-schaefer/11430
Augustana,Isaac Pacheco,7,"5'11""",,OH,So.,"San Pedro Sula, Honduras",,,/sports/mens-volleyball/roster/isaac-pacheco/11417
Augustana,Tommy Weber,9,"6'4""",,MB,Fr.,"Antioch, Ill.",,,/sports/mens-volleyball/roster/tommy-weber/11432
Augustana,Ben Schultz,10,"6'6""",190 lbs,MB,Sr.,"Portland, Ore.",,,/sports/mens-volleyball/roster/ben-schultz/11404
Augustana,Micah Reaban,11,"6'0""",165 lbs,S,Sr.,"Tempe, Ariz.",,,/sports/mens-volleyball/roster/micah-reaban/11418
Augustana,Matthew Degnan,12,"6'4""",165 lbs,S,Sr.,"Naperville, Ill.",,,/sports/mens-volleyball/roster/matthew-degnan/11394
Augustana,Zachary Kampen,13,"6'0""",,OH,Fr.,"Florissant, Mo.",,,/sports/mens-volleyball/roster/zachary-kampen/11428
Augustana,Quinby Dahl,14,"6'0""",170 lbs,OH,Jr.,"Havertown, Pa.",,,/sports/mens-volleyball/roster/quinby-dahl/11393
Augustana,Alexander Sulewski,15,"6'4""",,MB,Fr.,"Mt. Prospect, Ill.",,,/sports/mens-volleyball/roster/alexander-sulewski/11431
Augustana,Bill Unyi,16,"6'5""",,MB,Jr.,"Plainfield, Ill.",,,/sports/mens-volleyball/roster/bill-unyi/11406
Augustana,Aiden Bond,17,"6'2""",160 lbs,OH,Jr.,"Aurora, Colo.",,,/sports/mens-volleyball/roster/aiden-bond/11391
Augustana,Nick Hanusiak,18,"6'4""",180 lbs,MB,Sr.,"Wood Dale, Ill.",,,/sports/mens-volleyball/roster/nick-hanusiak/11412
Augustana,Marcus Rembert,19,"6'2""",165 lbs,MB,Sr.,"Plainfield, Ill.",,,/sports/mens-volleyball/roster/marcus-rembert/11419
